ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Manufacturer_Model,Price
45604925,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,81000 km,6.0,Automatic,Front,04-May,Left wheel,Silver,8,TOYOTA Prius,18189
43225846,-,MERCEDES-BENZ,Sprinter,2011,Microbus,No,Diesel,2.5 Turbo,1000 km,4.0,Manual,Rear,04-May,Left wheel,White,2,MERCEDES-BENZ Sprinter,25500
45770212,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,25635 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,HYUNDAI Elantra,1019
45766791,1203,DODGE,Durango,2011,Jeep,Yes,Petrol,3.6,344814 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12,DODGE Durango,706
45803259,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,735970 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,10036
45786015,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,240000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Blue,0,HONDA FIT,7213
45808583,915,AUDI,A6,2014,Sedan,Yes,Petrol,3,164488 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,AUDI A6,627
43375256,-,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,18000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,29793
45773531,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,5959
44316413,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,66000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,TOYOTA Camry,24462
45807588,-,NISSAN,Tiida,2009,Hatchback,No,Petrol,1.5,106000 km,4.0,Variator,Front,04-May,Right-hand drive,White,2,NISSAN Tiida,10976
45274401,639,BMW,528,2014,Sedan,Yes,Petrol,2.0 Turbo,10000 km,12.0,Automatic,Rear,04-May,Left wheel,White,12,BMW 528,42337
45804879,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,1217 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,HYUNDAI Tucson,60994
45760085,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,116869 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,LEXUS CT 200h,706
45797454,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,100963 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Elantra,10406
45787336,-,VOLKSWAGEN,Jetta,2012,Sedan,Yes,LPG,2.5,169600 km,5.0,Automatic,Front,04-May,Left wheel,Black,8,VOLKSWAGEN Jetta,14426
45809710,584,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,80000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HONDA Civic,39559
45757454,289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,FORD Escape,188
45665405,271,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,107000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius C,13956
45764515,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,MERCEDES-BENZ E 350,5802
45804420,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,132020 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Tucson,28830
43605656,640,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,150000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,0,FORD C-MAX,15681
45806632,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,200200 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA Prius,2979
45801470,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,144889 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Elantra,21395
45815282,761,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,232507 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,TOYOTA Corolla,4077
44896056,-,OPEL,Astra G,1999,Sedan,No,Petrol,1.6,200000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4,OPEL Astra G,8154
45789463,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4,108800 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,0,CHEVROLET Cruze,14426
45802875,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,138742 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,46919
45815545,-,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,210000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12,CHEVROLET Cruze,14113
45806793,-,SUBARU,Forester,2000,Universal,No,Petrol,2.0 Turbo,202000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Black,2,SUBARU Forester,6272
45810521,640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,40299 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,CHEVROLET Orlando,24415
45808156,-,VAZ,2106,1997,Sedan,No,Diesel,1.9 Turbo,0 km,4.0,Manual,Front,04-May,Left wheel,Green,2,VAZ 2106,2200
45198522,831,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.4,185600 km,4.0,Automatic,Front,04-May,Left wheel,White,12,HYUNDAI Sonata,11604
45688482,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,39000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,6,VOLKSWAGEN Jetta,22580
45758096,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,LEXUS GX 460,12858
45809944,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,81595 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,TOYOTA Aqua,19243
45789517,-,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,139200 km,4.0,Variator,Front,04-May,Left wheel,Silver,6,TOYOTA Prius,24148
45762429,1292,BMW,X5,2016,Jeep,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,BMW X5,5018
43153632,-,TOYOTA,Highlander,2017,Jeep,Yes,Hybrid,3.5,17202 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,TOYOTA Highlander,116036
45730470,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,116074 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG Actyon,40926
45792716,-,VOLKSWAGEN,Vento,1993,Sedan,No,Petrol,1.8,245000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,2,VOLKSWAGEN Vento,3136
45651674,-,MERCEDES-BENZ,ML 350,2005,Jeep,Yes,Petrol,3.5,171531 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,6,MERCEDES-BENZ ML 350,13172
45757369,645,HONDA,Civic,2011,Sedan,Yes,Petrol,1.8,177250 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,HONDA Civic,941
45798970,-,VOLKSWAGEN,Golf,1996,Hatchback,No,Petrol,1.6,160000 km,4.0,Manual,Front,04-May,Left wheel,Blue,2,VOLKSWAGEN Golf,3000
45816558,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,84792 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,HYUNDAI Elantra,2587
45792244,-,NISSAN,Tiida,2005,Hatchback,No,Petrol,1.5,138000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2,NISSAN Tiida,8311
43790286,2236,MAZDA,Atenza,2015,Sedan,Yes,Diesel,2.2,59000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Black,8,MAZDA Atenza,17000
45448318,-,BMW,525,2002,Sedan,Yes,Petrol,2.5,230000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,8,BMW 525,8154
45770115,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,12388
45805904,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,149000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,HYUNDAI Elantra,15681
45783501,-,MERCEDES-BENZ,Sprinter,2010,Microbus,No,Diesel,2.2 Turbo,1111 km,5.0,Manual,Rear,04-May,Left wheel,White,7,MERCEDES-BENZ Sprinter,2500
45815375,-,LEXUS,RX 300,2002,Jeep,Yes,Petrol,3.0 Turbo,201000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,8,LEXUS RX 300,11917
44985699,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,115000 km,4.0,Variator,Front,04-May,Left wheel,Green,9,TOYOTA Prius,15681
45767141,502,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,135000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,TOYOTA Prius C,14113
45799078,-,AUDI,A4,2003,Sedan,Yes,Petrol,1.8 Turbo,0 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,AUDI A4,6000
45790794,-,JEEP,Grand Cherokee,1997,Jeep,Yes,Petrol,4,0 km,6.0,Automatic,4x4,04-May,Left wheel,Red,2,JEEP Grand Cherokee,3450
45806513,-,TOYOTA,Aqua s,2013,Hatchback,No,Petrol,1.4,31563 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,6,TOYOTA Aqua s,17249
45760083,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,LEXUS CT 200h,11447
45766246,1202,HYUNDAI,Santa FE,2017,Sedan,Yes,Petrol,2.4,45054 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,HYUNDAI Santa FE,549
45702032,-,TOYOTA,VOXY,2003,Minivan,No,CNG,2,154295 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,5,TOYOTA VOXY,7213
45810443,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,77836 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,CHEVROLET Orlando,27425
45650320,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,145227 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,MERCEDES-BENZ ML 350,157
45583012,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,91753 km,4.0,Automatic,Front,04-May,Left wheel,White,8,TOYOTA Prius C,18503
44631202,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,75000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8,HYUNDAI Elantra,13172
45648260,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Camry,862
39896337,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.6,150000 km,4.0,Automatic,Front,04-May,Left wheel,Red,8,TOYOTA Prius,70
45649795,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,LEXUS RX 450,2509
45815361,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,100000 km,4.0,Variator,Front,04-May,Right-hand drive,White,6,TOYOTA Aqua,14113
45732367,1176,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.2,69852 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,89482
45754674,781,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,179200 km,6.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8,VOLKSWAGEN Passat,9408
45463497,-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,2,36800 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,HYUNDAI Tucson,36065
45815372,-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4.0,Manual,Rear,04-May,Left wheel,Black,4,MERCEDES-BENZ E 200,7840
45779415,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,111111 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,6,NISSAN Note,8311
45733183,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,306922 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,10663
45810509,364,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,1,155329 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,CHEVROLET Orlando,14953
45789445,707,KIA,Optima,2011,Sedan,Yes,Petrol,2,0 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,0,KIA Optima,14500
45733727,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,48042 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Sonata,52696
45802251,-,TOYOTA,Estima,2001,Minivan,No,CNG,3,200000 km,6.0,Automatic,4x4,04-May,Right-hand drive,White,4,TOYOTA Estima,8467
45813742,463,TOYOTA,Prius,2018,Sedan,Yes,Hybrid,1.8,12416 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,15210
44010350,-,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,22000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10,TOYOTA Camry,18503
45733577,880,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,1.6,32000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Sonata,62697
45726660,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,85000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,SSANGYONG Korando,25889
45774419,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,200000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,2,HONDA FIT,8467
45757881,-,OPEL,Corsa,2000,Sedan,No,Petrol,1.2,0 km,4.0,Manual,Front,04-May,Left wheel,Silver,2,OPEL Corsa,5331
45804126,-,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,248000 km,4.0,Automatic,Front,04-May,Left wheel,Red,6,TOYOTA Camry,18503
43073652,-,MERCEDES-BENZ,G 350,2013,Jeep,Yes,Diesel,3.0 Turbo,94000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,6,MERCEDES-BENZ G 350,194438
45810480,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,59191 km,4.0,Automatic,Front,04-May,Left wheel,White,4,CHEVROLET Orlando,32393
45815971,1205,HYUNDAI,Santa FE,2015,Jeep,Yes,Petrol,3.3,97304 km,6.0,Automatic,Front,04-May,Left wheel,White,12,HYUNDAI Santa FE,10192
45801306,1132,RENAULT,Megane,2006,Universal,No,Diesel,1.5 Turbo,163000 km,4.0,Manual,Front,04-May,Left wheel,White,6,RENAULT Megane,10349
45781963,-,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,148800 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,TOYOTA Camry,26030
45360889,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,160000 km,6.0,Automatic,Front,04-May,Left wheel,Grey,10,TOYOTA Camry,21953
45656441,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,LEXUS RX 450,5018
45669452,650,VOLKSWAGEN,Jetta,2016,Sedan,No,Petrol,1.4 Turbo,79000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6,VOLKSWAGEN Jetta,18503
45771005,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,138838 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,HYUNDAI Elantra,4391
45802854,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122497 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,HYUNDAI Santa FE,50184
45810035,1077,HONDA,Civic,2019,Sedan,Yes,Petrol,2,8115 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HONDA Civic,59827
45659687,975,AUDI,Q5,2012,Jeep,Yes,Petrol,3.2,56000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,11,AUDI Q5,36692
45730433,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,56150 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,SSANGYONG Actyon,44134
45116136,530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6 Turbo,172800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,FORD Fusion,21012
45792176,-,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,134131 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,LEXUS CT 200h,28225
45798447,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,204800 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10,TOYOTA Prius,18189
45768081,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,110958 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,CHEVROLET Volt,220
45793574,-,NISSAN,X-Terra,2005,Jeep,Yes,Petrol,4,118498 km,6.0,Automatic,4x4,02-Mar,Left wheel,Black,6,NISSAN X-Terra,16621
45757702,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,86189 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,MERCEDES-BENZ GLE 350,41397
43278948,1268,HONDA,Fred,2012,Minivan,No,Hybrid,1.5,83000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,HONDA Fred,9000
44896165,585,TOYOTA,Prius V,2013,Universal,No,Hybrid,1.8,303538 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,12,TOYOTA Prius V,15500
45778858,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,88886 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,CHEVROLET Cruze,12544
45658769,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,LEXUS RX 450,188
45809282,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,122471 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,HONDA FIT,8590
45789925,488,KIA,Picanto,2016,Sedan,Yes,Petrol,1,34130 km,3.0,Automatic,Front,04-May,Left wheel,White,4,KIA Picanto,11917
45775402,-,VOLKSWAGEN,Jetta,1995,Sedan,No,CNG,1.8,1101001 km,4.0,Manual,Front,04-May,Left wheel,White,1,VOLKSWAGEN Jetta,3000
45797206,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,77227 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI H1,35570
44370309,-,VOLKSWAGEN,Jetta,2010,Sedan,Yes,Petrol,2.5,14400 km,5.0,Tiptronic,Front,04-May,Left wheel,Silver,6,VOLKSWAGEN Jetta,9500
45671050,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,109356 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12,TOYOTA Prius,19757
44658005,503,HONDA,FIT,2012,Hatchback,No,Petrol,1.5,33000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,HONDA FIT,8467
45645620,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,TOYOTA Camry,392
45454513,639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,101922 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,CHEVROLET Cruze,21639
45730486,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,167333 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,SSANGYONG REXTON,24625
45642769,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,118133 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,LEXUS RX 350,470
45805861,-,VOLVO,XC90,2003,Jeep,Yes,Petrol,2.5 Turbo,363200 km,6.0,Automatic,4x4,04-May,Left wheel,Green,6,VOLVO XC90,9100
45806310,3811,OPEL,Astra,2000,Goods wagon,No,CNG,1.6,135000 km,4.0,Manual,Front,04-May,Right-hand drive,Silver,2,OPEL Astra,3136
45802352,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,29086 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI H1,39578
44921934,697,HONDA,Hr-v EX,2015,Jeep,No,Petrol,1.8,33330 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,8,HONDA Hr-v EX,21169
45797515,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,83198 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Elantra,20266
45766341,1086,DODGE,Avenger,2012,Sedan,Yes,Petrol,3.6,350421 km,6.0,Automatic,Front,02-Mar,Left wheel,Grey,12,DODGE Avenger,392
45730579,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,134000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Elantra,20266
45808748,779,FORD,Escape,2013,Jeep,Yes,Petrol,2.5,241638 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,FORD Escape,1176
45813404,271,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,784
45805069,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,124000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Tucson,22934
45744699,-,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,2.9 Turbo,255000 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,16,MERCEDES-BENZ ML 350,39829
45283485,1017,MERCEDES-BENZ,GLC 300 GLC coupe,2017,Jeep,Yes,Petrol,2.0 Turbo,28226 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,MERCEDES-BENZ GLC 300 GLC coupe,131716
45115632,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,162000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,TOYOTA Prius,15681
45816273,1304,BMW,X6,2013,Jeep,Yes,Petrol,4.4,218518 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,BMW X6,3763
45805870,2216,CHEVROLET,Suburban,2016,Jeep,Yes,Petrol,5.3,170000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,CHEVROLET Suburban,93769
45776848,988,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,216000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,4,TOYOTA Prius,10663
45760342,765,SUBARU,XV,2015,Jeep,Yes,Petrol,2,175562 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0,SUBARU XV,706
45694949,456,TOYOTA,Camry,2015,Sedan,No,Hybrid,2.5,89000 km,4.0,Variator,Front,04-May,Left wheel,Silver,0,TOYOTA Camry,21012
45765064,934,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,142800 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,MAZDA 1000,1176
45816578,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,353774 km,4.0,Automatic,Front,04-May,Left wheel,White,12,HYUNDAI Elantra,392
45813884,1811,LEXUS,LS 460,2010,Sedan,Yes,Petrol,4.6,175363 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12,LEXUS LS 460,8154
45533359,-,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,109600 km,4.0,Variator,Front,04-May,Left wheel,Black,6,VOLKSWAGEN Jetta,17562
45733474,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,112528 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Sonata,44134
45772397,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,115974 km,4.0,Automatic,Front,04-May,Left wheel,White,12,HYUNDAI Elantra,4547
45773276,810,TOYOTA,Corolla,2016,Sedan,Yes,Petrol,1.8,155942 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA Corolla,3920
45776400,-,TOYOTA,Prius,2006,Sedan,Yes,Hybrid,1.5,252800 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6,TOYOTA Prius,28
45803839,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,99000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Tucson,37580
44544802,-,MINI,Countryman,2014,Hatchback,Yes,Petrol,1.6,100800 km,4.0,Automatic,Front,04-May,Left wheel,White,6,MINI Countryman,25716
45701145,-,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,1234 km,4.0,Manual,Rear,04-May,Left wheel,White,2,FORD Transit,900
45801621,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,96860 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Elantra,20005
45631454,1405,BMW,X5,2009,Sedan,Yes,Petrol,3,171382 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,BMW X5,627
45709326,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,160000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,HYUNDAI Elantra,9095
45789393,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,159000 km,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,2,HONDA FIT,8300
45767396,-,VOLKSWAGEN,Jetta,2008,Sedan,No,Petrol,2.5,122400 km,6.0,Manual,Front,04-May,Left wheel,Black,8,VOLKSWAGEN Jetta,10036
45802301,584,NISSAN,Juke,2014,Sedan,No,Petrol,1.8,93000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,NISSAN Juke,16621
45770826,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,86400 km,5.0,Tiptronic,Front,04-May,Left wheel,Grey,14,TOYOTA Camry,18817
45731099,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,151854 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI H1,30517
45800275,-,JAGUAR,X-type,2004,Sedan,No,Petrol,2.1,96000 km,6.0,Automatic,Front,04-May,Right-hand drive,Green,8,JAGUAR X-type,5959
45758715,-,MERCEDES-BENZ,C 180,1999,Sedan,No,Petrol,1.8,214500 km,4.0,Manual,Rear,04-May,Left wheel,Black,4,MERCEDES-BENZ C 180,10976
45660048,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,LEXUS RX 450,314
45811241,-,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,CNG,3.2,250000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Green,8,MERCEDES-BENZ ML 320,10976
45654463,639,BMW,328,2014,Sedan,Yes,Diesel,2,78194 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,BMW 328,1568
